"","Details","MRP_Rs","SellPrice_Rs","Discount_Percent","SellingDate","Quantity"
"12677","womens key hole neck solid dresses - green",3599,1799,50,2022-10-07,9
"12678","printed rayon round neck womens straight kurta - red",2044,715,65,2022-10-30,7
"12679","full length georgette woven designer womens skirts - maroon",3200,2560,20,2022-08-16,8
"12680","printed silk blend festive wear womens saree with blouse piece - green",2089,940,55,2022-08-12,7
"12681","solid silk blend round neck womens ethnic set - pink",5999,1799,70,2022-08-22,7
"12682","bandhani silk round neck womens calf length kurta - green",2999,2399,20,2022-08-21,7
"12683","printed band with placket cotton blend womens calf length kurta - blue",1699,1189,30,2022-08-21,9
"12684","stripes round neck rayon womens ethnic set - blue",3013,1205,60,2022-09-28,8
"12685","abstract mandarin cotton womens kurta set - multi",4299,1504,65,2022-08-01,7
"12686","printed cotton round neck womens straight fit kurta - peacock",3299,1979,40,2022-06-16,8
"12687","womens grey pure cotton kurta with palazzo and dupatta (set087) - grey",4099,1434,65,2022-09-05,7
"12688","floral viscose v-neck womens tunic - aqua",1599,959,40,2022-08-08,8
"12689","round neck regular designer womens tunic - green",3400,1700,50,2022-08-16,7
"12690","geometric polyester round neck womens flared tunic - orange",2499,1999,20,2022-11-09,8
"12691","solid viscose key hole neck regular fit womens kurta - black",2699,1754,35,2022-07-24,9
"12692","printed rayon round neck womens kaftan - yellow",1799,899,50,2022-09-21,7
"12693","womens embroidered calf length casual wear kurta - blue",1299,649,50,2022-06-29,7
"12694","womens light green poly crepe kurta (jne3364) - leaf green",1299,519,60,2022-10-30,9
"12695","printed rayon blend mandarin womens calf length kurta - blue",1699,849,50,2022-08-24,8
"12696","solid silk blend v-neck womens flared ethnic set - maroon",4999,1999,60,2022-09-01,9
"12697","floral round neck regular fit womens kurti - black",1299,909,30,2022-09-13,9
"12698","womens solid tie-up neck top - off white",2299,919,60,2022-07-19,7
"12699","shraddha kapoor for indya black & gold coloured printed foil skirt with attached dupatta - black",3600,2880,20,2022-09-22,8
"12700","printed cotton collar neck womens kurta palazzo set - green",2499,874,65,2022-08-18,8
"12701","geometric cotton v neck womens calf length kurta - pink",1799,809,55,2022-08-06,8
"12702","printed viscose round neck womens flared top - indigo",1899,1519,20,2022-07-21,9
"12703","printed v neck anarkali womens kurta - blue",1699,849,50,2022-09-08,9
"12704","floral cotton square neck women straight tops - pink",1899,1329,30,2022-11-06,9
"12705","gotta patti round neck cotton womens kurta palazzo set - green",2999,1199,60,2022-06-20,8
"12706","foil print round neck cotton womens kurta palazzo set - green",3999,1399,65,2022-06-27,7
"12707","floral cotton mandarin womens kurta set - yellow",3999,1399,65,2022-10-12,7
"12708","paithani weave jacquard border and pallu with tassels & contrast blouse piece - multi",5500,1375,75,2022-09-11,8
"12709","printed cotton regular fit womens knit placement print top - mustard",699,349,50,2022-07-21,8
"12710","womens solid calf length casual wear kurta - coral",999,499,50,2022-11-14,9
"12711","solid zari linen festive wear womens regular saree - white",3475,1737,50,2022-08-30,8
"12712","zari round neck womens kurta - peacock",2299,1264,45,2022-06-01,8
"12713","v-neck womens kurta - magenta",1799,809,55,2022-10-08,7
"12714","embroidered silk round neck womens regular fit kurta - burgundy",3399,1189,65,2022-07-12,9
"12715","solid zari crepe festive wear womens regular saree - blue",3000,1500,50,2022-09-26,8
"12716","solid zari cotton blend festive wear womens regular saree - green",3000,1500,50,2022-09-22,8
"12717","gotta patti round neck womens kurta - blue",2599,909,65,2022-07-28,8
"12718","gotta patti round neck silk blend designer womens ethnic set - magenta",5599,1959,65,2022-10-03,8
"12719","solid zari linen festive wear womens regular saree - blue",3299,1649,50,2022-09-24,7
"12720","embroidered mandarin neck a-line womens kurta - blue",1999,999,50,2022-07-29,9
"12721","solid zari linen festive wear womens regular saree - black",5500,2475,55,2022-06-06,9
"12722","womens indigo small polka dots printed skirt with chevron print on belt and hemline - blue",1999,1199,40,2022-10-18,7
"12723","solid zari cotton blend festive wear womens regular saree - blue",4545,2272,50,2022-09-13,8
"12724","solid zari silk blend festive wear womens regular saree - green",4995,2247,55,2022-10-27,8
"12725","structured zari silk blend festive wear womens regular saree - green",4799,2159,55,2022-10-14,8
"12726","printed round neck high low womens kurta - yellow",999,499,50,2022-10-16,9
"12727","womens geometric top - natural",1699,509,70,2022-07-03,7
"12728","embellished zari polyester blend festive wear womens regular saree - navy",5500,3300,40,2022-09-19,8
"12729","sequins round neck velvet designer women ethnic sets - navy",4999,2499,50,2022-07-29,8
"12730","gotta patti embellished silk round neck womens regular fit kurta - turquoise",2999,749,75,2022-09-02,8
"12731","structured zari silk blend festive wear womens regular saree - navy",4799,2159,55,2022-10-20,9
"12732","cambric v-neck womens top and skirt set - natural",3397,1698,50,2022-06-09,8
"12733","wine floral zari embroidery anarkali kurta with 3/4th gota sleeves - purple",4399,1539,65,2022-07-12,7
"12734","self design key hole neck womens top - sage",1599,959,40,2022-09-01,7
"12735","printed viscose round neck womens straight kurta - green",2799,2099,25,2022-07-31,7
"12736","embroidered viscose round neck womens high low tunic - blue",2250,1125,50,2022-09-14,8
"12737","geometric round neck straight womens kurta - blue",2199,1099,50,2022-06-09,9
"12738","solid regular fit silk womens festive wear pants - yellow",1800,900,50,2022-06-15,7
"12739","printed cotton v neck womens straight kurti - red",1399,1119,20,2022-07-31,7
"12740","floral print georgette v-neck womens regular tunic - blue",2900,1450,50,2022-11-08,9
"12741","printed mandarin neck cotton womens kurta palazzo set - green",3499,1399,60,2022-07-22,7
"12742","abstract cotton mandarin womens regular kurta - multi",1099,604,45,2022-09-20,9
"12743","gotta patti round neck silk blend designer womens ethnic set - blue",5299,1854,65,2022-06-30,9
"12744","solid cotton flex womens ankle length palazzo - navy",1299,649,50,2022-10-29,8
"12745","round neck straight designer womens kurtas - pink",2999,899,70,2022-06-06,7
"12746","stripes viscose collar neck womens kurta - blue",2600,1300,50,2022-06-24,9
"12747","solid cotton lycra casual wear womens stitched blouse - pink",1099,549,50,2022-06-28,8
"12748","solid cotton lycra casual wear womens stitched blouse - pink",899,494,45,2022-09-17,7
"12749","floral tie up neck womens top - aqua",1699,849,50,2022-10-30,9
"12750","kanchipuram weave zari border and rich zari pallu with contrast blouse piece - multi",4500,1350,70,2022-08-31,9
"12751","geometric viscose v-neck womens straight tunic - maroon",1799,1259,30,2022-08-07,9
"12752","printed rayon round neck womens regular kurta - grey",2299,574,75,2022-09-16,9
"12753","floral mandarin regular fit womens kurti - natural",1299,909,30,2022-06-12,7
"12754","printed viscose v-neck womens regular fit tunic - pink",3450,2760,20,2022-11-04,8
"12755","floral crepe collar neck womens ethnic set - pink",3667,1466,60,2022-11-01,9
"12756","printed cotton regular fit womens knit chest print top - grey",699,349,50,2022-06-05,8
"12757","printed round neck womens kurti - navy",2999,599,80,2022-07-26,8
"12758","stripes mandarin rayon womens ethnic set - peacock",2983,1193,60,2022-07-29,8
"12759","dyed round neck cotton womens ethnic set - mustard",4999,1999,60,2022-09-11,9
"12760","printed viscose v neck womens knee length kurta - mustard",3299,2639,20,2022-08-25,7
"12761","printed silk round neck womens ethnic set - off white",5499,4399,20,2022-08-02,8
"12762","floral round neck polyester womens salwar kurta and dupatta set - peach",3959,1583,60,2022-11-05,8
"12763","printed round neck regular fit womens kurta - yellow",1999,999,50,2022-07-04,7
"12764","womens solid bodycon top - black",1599,639,60,2022-07-12,9
"12765","geometric mandarin rayon womens salwar kurta and dupatta set - black",4133,1653,60,2022-08-08,8
"12766","printed viscose mandarin womens straight kurta - red",1499,1049,30,2022-07-16,9
"12767","printed viscose mandarin neck womens above knee kurta - green",1199,599,50,2022-11-14,8
"12768","womens brown cotton stitched blouse (bl098) - brown",899,449,50,2022-09-28,9
"12769","square neck straight womens kurta - mint",1699,1359,20,2022-08-20,7
"12770","womens chanderi  regular fit skirt - fuschia",2499,1249,50,2022-07-04,7
"12771","abstract round neck womens kurta - off white",2399,1199,50,2022-10-30,7
"12772","zari georgette party wear designer womens sarees - grey",2999,1049,65,2022-08-16,8
"12773","printed cotton square neck womens regular casual dress - red",3999,999,75,2022-10-23,8
"12774","embroidered silk blend womens unstitched suit piece - black",4299,1504,65,2022-11-10,8
"12775","printed polyester womens straight kurta - blue",999,699,30,2022-07-13,9
"12776","womens printed knee length casual wear kurta - natural",799,399,50,2022-06-01,8
"12777","floral mandarin collar straight womens kurta - blue",2199,1099,50,2022-08-11,8
"12778","solid cotton round neck womens ethnic set - yellow",16999,13599,20,2022-06-19,7
"12779","printed flex round neck womens regular top - blue",899,449,50,2022-07-20,8
"12780","womens printed knee length casual wear kurta - yellow",799,399,50,2022-10-27,7
"12781","solid mandarin collar a line fit womens kurta - fuchsia",1499,749,50,2022-08-06,9
"12782","boat neck a line women kurtas - lime green",3199,2079,35,2022-09-19,8
"12783","floral rayon round neck womens straight kurta - maroon",1602,640,60,2022-07-11,7
"12784","solid round neck cotton spandex womens midi dress - blue",1800,900,50,2022-11-13,9
"12785","a pearl of love (6mm) bracelet in 925 silver",1300,1170,10,2022-08-08,8
"12786","solid v neck womens kurti - pink",3999,1199,70,2022-06-21,8
"12787","womens multicolor pure cotton kurta with palazzo and dupatta (set172) - multi",4349,1957,55,2022-09-20,7
"12788","printed cotton regular length womens casual palazzo - multi",1999,599,70,2022-07-24,8
"12789","kanchipuram weave zari border and rich zari pallu with contrast blouse piece - multi",4500,1350,70,2022-07-07,7
"12790","checks cotton round neck women straight tunic - green",1999,1299,35,2022-10-07,9
"12791","floral cotton v-neck regular fit womens kurta palazzo set - yellow",3499,1399,60,2022-09-03,7
"12792","printed cotton round neck regular fit womens kurta palazzo set - multi",2799,1119,60,2022-09-14,8
"12793","v neck straight womens kurta - white",1899,1519,20,2022-08-22,9
"12794","zari mandarin designer womens ethnic set - red",5999,2399,60,2022-09-16,9
"12795","embellished zari polyester blend festive wear womens regular saree - green",5500,3300,40,2022-07-06,7
"12796","solid zari silk blend festive wear womens regular saree - grey",4599,2069,55,2022-10-04,9
"12797","solid zari silk blend festive wear womens regular saree - burgundy",4599,2069,55,2022-09-03,8
"12798","solid zari linen festive wear womens regular saree - orange",5500,2200,60,2022-10-06,9
"12799","womens embellished saree style dress - black",4499,2249,50,2022-11-12,8
"12800","solid zari linen festive wear womens regular saree - maroon",3000,1500,50,2022-09-13,9
"12801","embellished silk round neck womens regular fit kurta - blue",2799,839,70,2022-07-21,7
"12802","embroidered mandarin neck a-line womens kurta - natural",1999,999,50,2022-06-02,9
"12803","printed viscose womens straight kurta - green",1399,979,30,2022-08-15,8
"12804","v- neck straight designer womens kurtas - yellow",999,699,30,2022-07-03,7
"12805","printed viscose round neck womens straight kurta - blue",1399,979,30,2022-10-17,7
"12806","dyed cotton womens straight kurta - green",1699,1189,30,2022-09-02,7
"12807","printed round neck straight womens kurta - pink",1399,699,50,2022-08-06,9
"12808","womens regular fit geometric kurta - red",1899,759,60,2022-10-20,9
"12809","floral mandarin regular fit womens kurti - green",1299,909,30,2022-08-21,8
"12810","solid v-neck womens kurta - off white",2599,1559,40,2022-07-30,9
"12811","printed round neck cotton womens kurta palazzo set - black",2799,1119,60,2022-07-02,9
"12812","embellished sweetheart neck silk designer womens ethnic set - cream",6999,2799,60,2022-11-02,8
"12813","floral mandarin neck cambric flared womens kurta - blue",2499,999,60,2022-08-21,9
"12814","bandhani mandarin collar a-line fit womens kurta - indigo",1699,679,60,2022-06-09,7
"12815","printed round neck womens kurti - multi",2499,749,70,2022-08-23,8
"12816","a pearl of love (8mm) bracelet in 925 silver",1600,1440,10,2022-10-08,9
"12817","womens grey poly crepe kurta (jne3416) - grey",1399,559,60,2022-09-26,8
"12818","printed cotton round neck womens kurta palazzo set - navy",4299,1074,75,2022-06-25,8
"12819","printed viscose blend round neck womens ethnic set - black",4599,2299,50,2022-06-28,8
"12820","maroon and gold gota work yoke anarkali kurta with flared gota sleeves - maroon",3999,1599,60,2022-11-08,8
"12821","printed cotton blend v neck womens kurta palazzo set - white",2499,874,65,2022-08-24,7
